"name1","type_facility","longitude","latitude"
"Simonds Detox","SU",-118.5221351,34.2762078
"Ness Counseling Center Inc","SU",-118.3767532,34.0568929
"Twin Town Treatment Centers","SU",-118.4483454,34.1605119
"American Health Services LLC","SU",-118.4667338,34.1843517
"Palm House Inc","SU",-118.2243456,33.8341527
"Helpline Youth Counseling Inc","SU",-118.1847121,33.7782071
"Tarzana Treatment Centers","SU",-118.1983742,33.7954885
"Lake Hughes Recovery","SU",-118.8516982,34.7959432
"Western Arkansas Csl and Guidance","SU",-93.8340396,35.5133564
"Behavioral Health Services","SU",-118.198435,33.789547
"Kathyrn Wagner Private Practice","SU",-95.0187208,45.1416243
"Clear Behavioral Health","SU",-118.4867147,34.1909865
"Synergy Empowering Recovery","SU",-118.4039418,34.0674269
"Red Door Life","SU",-118.4485264,34.1317418
"Crosspointe Recovery","SU",-118.4588896,34.1465964
"Zion Healing Center","SU",-119.7816406,36.8222773
"Mariposa County Behavioral Health and","SU",-119.984193,37.4998344
"Miracles in Action","SU",-118.5363426,34.2384263
"Asian American Drug Abuse Program","SU",-118.3558721,33.9697469
"Aspire Counseling Services LLC","SU",-119.8029215,36.845912
"Divine Healthcare Services Inc","SU",-118.3620262,33.9619599
"Western Arkansas Csl and Guidance","SU",-94.1115682,34.9035806
"Behavioral Health Services","SU",-118.3328166,33.9148174
"Aegis Treatment Centers LLC","SU",-118.367333,33.9613775
"Western Pacific Re Hab","SU",-118.5344228,34.202138
"Western Pacific Med Corp","SU",-118.5344228,34.202138
"Tarzana Treatment Centers","SU",-118.5376165,34.1995067
"CNV Detox Inc","SU",-118.386966,33.9741917
"Hollywood and Vine Recovery Center","SU",-118.607,34.2895
"Fresno County Hispanic Commission on","SU",-119.800261,36.7412215
"Kings View","SU",-119.7992816,36.7349957
"Integrated Treatment Services","SU",-93.0566418,41.6983927
"VA Greater LA Healthcare Systems","SU",-118.4527049,34.0526161
"Dacotah Foundation","SU",-96.8636856,46.8197158
"ALT Recovery Group 2 LLC","SU",-118.5906034,34.2569757
"Tarzana Treatment Centers Inc","SU",-118.5398534,34.1795005
"Synergy Recovery Center","SU",-93.139551,37.138513
"Synergy Executive","SU",-93.1651559,37.0472094
"Altus Rehab","SU",-118.5278352,34.1562076
"Oro House","SU",-118.4278396,34.0080661
"Clearview Recovery Inc","SU",-93.0486021,41.7007248
"Healing Center","SU",-96.8636721,46.8264975
"Sierra Tribal Consortium Inc","SU",-119.8191081,36.7651071
"BHS High Gain Program Westchester","SU",-118.3957288,33.9541183
"WestCare California Inc","SU",-119.8006768,36.7003007
"Rancho San Antonio","SU",-118.5913787,34.2410156
"Sobermind Recovery Center","SU",-118.5757177,34.20418
"Clear Behavioral Health","SU",-118.3442838,33.8662998
"West Valley Detox Treatment","SU",-118.5441858,34.1487551
"Driver Benefits Inc","SU",-118.3252824,33.830564
"Pulse Treatment Center Inc","SU",-118.5618323,34.1717863
"Innovate Recovery","SU",-118.5579851,34.1644833
"Nuestra Casa Recovery Home","SU",-119.827933,36.729095
"Mental Health Systems Inc","SU",-119.8427806,36.7723477
"Northstar Behavioral Health Network","SU",-96.1174397,46.2963341
"Christian Farms Treehouse Inc","SU",-97.4271516,31.0786723
"Journey Hillside Tarzana LLC","SU",-118.5544643,34.1548248
"GOODclover LLC","SU",-96.8925636,46.8760752
"Western Arkansas Csl and Guidance","SU",-93.9177521,35.138344
"Western Arkansas Csl and Guidance Ctr","SU",-93.9169622,35.1380875
"Iris Healing Center","SU",-118.5753594,34.1690028
"Delta Care Inc","SU",-119.8662315,36.8062036
"Soul Solutions Recovery Center","SU",-96.8422969,46.851814
"Western Arkansas Csl and Guidance","SU",-94.2273883,34.5834848
"Valley Hope of Boonville","SU",-92.765458,38.9529909
"Beacon House Association of San Pedro","SU",-118.2811888,33.73527
"House of Hope Foundation Inc","SU",-118.282811819693,33.7359947825126
"ShareHouse Inc","SU",-96.8537382,46.8670982
"Nystrom and Associates Ltd","SU",-96.071187,46.2843235
"Support for Harbor Area","SU",-118.2832441,33.7353615
"Stairway Resource Center","SU",-118.5948508,34.1825453
"CLARE Matrix","SU",-118.4808655,34.0132409
"Twin Town Treatment Centers","SU",-118.353951,33.8309503
"Fred Browns Recovery Services Inc","SU",-118.2828884,33.7317462
"Fred Browns Recovery Services Inc","SU",-118.2830261,33.7317998
"Fred Browns Recovery Services Inc","SU",-118.283012,33.731672
"Clear Behavioral Health","SU",-118.4162587,33.9170436
"ShareHouse Inc","SU",-96.847855,46.8703493
"Clear Behavioral Health","SU",-118.3964554,33.8824197
"Thelma McMillen Recovery Center","SU",-118.34635,33.810292
"Fred Kennedy Associates Inc","SU",-118.4947558,34.0157469
"Keys to Success","SU",-92.9168069,41.4062487
"Community Medical Services","SU",-96.8253992,46.8654087
"First Step Recovery","SU",-96.822811,46.8642355
"Fred Browns Recovery Services Inc","SU",-118.2959684,33.7276831
"WTCR Temple","SU",-97.3759491,31.0772508
"Coastwise Recovery Center","SU",-118.3070904,33.7381415
"Providence Little Company of","SU",-118.3076375,33.7380319
"Sundown Ranch Inc","SU",-95.86132944,32.4237003
"Lotus Center Inc","SU",-96.7751254,46.8433
"Nystrom and Associates Ltd","SU",-96.7688062,46.8507087
"Valley Restoration Center Inc","SU",-118.6262511,34.1647663
"Central Texas VA Healthcare System","SU",-97.3441761,31.075973
"Copes Outpatient","SU",-118.0880216,45.3241482
"Restart Recovery","SU",-118.6151673,34.1370013
"Rebirth Treatment Center","SU",-118.6600344,34.1833023
"Tuolumne MeWuk Indian Hlth Ctr","SU",-120.2364444,37.9614987
"Communities of Recovery Inc","SU",-93.1827173,36.6409276
"Starlite Recovery Center","SU",-99.0280482,29.9269163
"All In Solutions California","SU",-118.7376359,34.2715377
"All In Solutions Detox","SU",-118.7375451,34.2701088
"EOSIS Anchorage","SU",-96.7323915,46.875135
"Fargo VA Healthcare System","SU",-96.77453,46.9059328
"Western Arkansas Csl and Guidance","SU",-93.7241547,35.2890052
"Positive Recovery LLC","SU",-98.110476,30.4673986
"Nystrom and Associates Ltd","SU",-93.9983395,44.1673913
"Riverside Recovery LLC","SU",-117.0069687,46.4017897
"Cliffside Malibu","SU",-118.6215107,34.0448771
"Turning Point of Arnold LLC","SU",-120.3508697,38.257174
"Lyle C Pearson","SU",-93.9715814,44.1692742
"ChangePoint LLC","SU",-117.0201821,46.4189503
"Nystrom and Associates Ltd","SU",-95.3816983,45.8627942
"Hillcrest Adolescent Treatment Center","SU",-118.718621,34.1295927
"Mayo Clinic Health System Fountain Ctr","SU",-93.940904,44.1659475
"Found Recovery","SU",-118.7255905,34.1370947
"Minnesota Teen Challenge","SU",-95.3905611,45.8840626
"Doug Paulson Unity Recovery","SU",-95.3757376,45.8867671
"Central Ozarks Medical Center","SU",-92.7212505,37.9944111
"Brightli","SU",-92.5583327,40.1899865
"Inspire Malibu","SU",-118.7781898,34.146489
"Southwest Arkansas Counseling and","SU",-94.3532062,34.0469078
"Tuolumne County Behavioral Hlth Servs","SU",-120.377816,37.9743055
"Inspire Services LLC","SU",-93.9707265,44.3280601
"BNI Treatment Centers","SU",-118.7959711,34.1221216
"Ventura Recovery Center","SU",-118.8337809,34.173045
"Nystrom and Associates Ltd","SU",-94.3695411,44.8907582
"Westlake Village Family Services","SU",-118.8296908,34.1646057
"Rise Luxury Rehab LLC","SU",-118.757601,34.0312103
"First Resources Corporation","SU",-92.6459979,41.294528
"Ventura Recovery Center","SU",-118.8792896,34.2102454
"Essential Family Solutions","SU",-100.4464982,48.8209297
"Southern Iowa Economic Dev Association","SU",-92.6447038,41.2958456
"Clean Treatment Center","SU",-118.8700116,34.1796983
"EOSIS","SU",-94.5244737,45.1267912
"Warriors Heart","SU",-99.0344471,29.7473281
"Lifesync Recovery and Detox LLC","SU",-118.7827344,34.034773
"Brightli","SU",-92.4620792,39.7526711
"Safe Haven","SU",-93.4602266,35.4581823
"Yellowstone Boys and Girls Ranch","SU",-114.3304705,48.1939057
"Wings Adolescent Treatment Services","SU",-94.511341,45.1377364
"Community Medical Services","SU",-114.320637,48.20778
"Mark Twain Behavioral Health","SU",-92.4356605,39.4183038
"Oro House","SU",-118.8363984,34.0265454
"Reward Path Recovery Center","SU",-119.0676334,34.351845
"Sobriety First Treatment Center","SU",-94.9529534,45.7360117
"Sobriety First Treatment Center","SU",-94.9529534,45.7360117
"Mayo Clinic Health System","SU",-93.3729281,43.6525865
"Independent Management Services Inc","SU",-93.3600091,43.6798115
"Lakes Treatment Center Inc","SU",-120.5739223,37.8958671
"First Resources Corporation","SU",-92.417686,41.0076279
"First Resources Corporation","SU",-92.410866,40.9981552
"BHG Columbia Treatment Center","SU",-92.3208527,38.9719349
"First Resources Corporation","SU",-92.4045465,41.067664
"La Haciendas Solutions","SU",-97.7103108,30.3917521
"Sage Recovery and Wellness Center","SU",-97.8384825,30.3026743
"Recovery is a Beach","SU",-119.1049416,34.2233326
"BHRS The Center","SU",-120.4738128,37.2934329
"Changing Echoes","SU",-120.662119,38.097632
"Bee Cave Recovery","SU",-97.8256562,30.283898
"Family Counseling Center Inc","SU",-92.6603906,36.9454439
"Windmill Wellness Ranch","SU",-98.2817827,29.9629288
"More to Life Recovery","SU",-120.7681966,38.5007501
"Clean Investments Inc","SU",-97.688982,30.3350284
"Trailhead Counseling Center","SU",-114.3409078,48.4186733
"Cross Creek Hospital","SU",-97.6773354,30.3380038
"Cenikor Foundation","SU",-95.3205843,32.3639081
"Sobriety First Treatment Center","SU",-94.0479182,44.9692643
"Andrews Behavioral Healthcare","SU",-95.3275109,32.3472483
"Genesis Programs Inc","SU",-119.2270766,34.2570422
"Aegis Treatment Centers LLC","SU",-119.1779995,34.1792043
"Positive Recovery Services","SU",-97.8005988,30.2285534
"More Than Rehab","SU",-95.2999184,32.3541824
"HealthRIGHT 360","SU",-119.2201936,34.2255694
"EOSIS New Beginnings","SU",-94.0734472,45.0635995
"Arkansas River Valley Area Council","SU",-93.2118941,35.3209164
"New Hope Ranch","SU",-97.51116,30.393811
"Western Pacific Med Corp","SU",-119.2862411,34.2785082
"Recovery Unplugged","SU",-97.7735409,30.2064655
"Rewind Inc","SU",-95.5619892,46.5877666
"Spirits at Rest","SU",-93.5815263,44.4375356
"Khepera House","SU",-119.3013039,34.2866578
"Embrace Recovery","SU",-94.8623157,45.9749157
"Daystar Recovery Center","SU",-95.8344265,46.8180441
"Inspire Services LLC","SU",-93.5849855,44.4815608
"EOSIS","SU",-93.9880774,45.0464739
"Brightli","SU",-92.1660459,38.5757985
"River Valley Medical Wellness","SU",-93.1587884,35.2859118
"Central Texas VA Healthcare","SU",-97.6903441,30.2056541
"Haven in Waconia","SU",-93.7902255,44.8491419
"Recovery Unplugged","SU",-97.585037,30.2476283
"Beauterre Recovery Institute","SU",-93.229656,44.0563195
"Mayo Clinic Health System Fountain Ctr","SU",-93.2507112,44.111779
"Aegis Treatment Centers LLC","SU",-121.0462981,39.2289539
"Mayo Clinic Health System Fountain Ctr","SU",-92.9776242,43.6744403
"Common Goals Inc","SU",-121.0629755,39.2144362
"Serenity Point Counseling Services","SU",-118.3049158,46.0656303
"Burning Tree Lodge","SU",-97.364644,30.3337032
"Independent Management Services of MN","SU",-92.9385886,43.6666355
"Northern Pines Mental Health Center","SU",-95.139947,46.4425622
"Restoration Recovery Center","SU",-121.0745561,38.8962165
"Midwest Recovery","SU",-93.2662902,44.2939454
"NorthStar Regional","SU",-93.5992906,44.7874853
"Mayo Clinic Health System Fountain Ctr","SU",-93.2572807,44.2881633
"Central Minnesota Mental Health Ctr","SU",-93.8759138,45.1561711
"Positive Recovery LLC","SU",-98.5111543,29.550587
"Professional Counseling Center","SU",-93.7733076,45.0364812
"Taras Consulting LLC","SU",-94.200116,45.5542147
"NorthStar Regional","SU",-93.5862061,44.7966791
"Sobriety First Treatment Center","SU",-94.1982641,45.5582891
"Northstar Behavioral Health Network","SU",-94.1571431,45.5137291
"Focus XII Halfway House","SU",-94.1976958,45.5656126
"CentraCare/Saint Cloud Hospital","SU",-94.2037997,45.5738684
"Copes Outpatient","SU",-118.7821654,45.6676686
"Arthur Center Community Programs","SU",-91.9595137,38.8303233
"Eastern Oregon Alcoholism Foundation","SU",-118.7868705,45.6665365
"New Day Recovery Services","SU",-98.5189388,29.528893
"Hazelden Betty Ford Foundation","SU",-93.5995225,44.836167
"Community Counseling Solutions","SU",-118.7884935,45.6721095
"Positive Recovery LLC","SU",-97.9359203,29.8783776
"Shakopee VA Clinic","SU",-93.5383499,44.772001
"Central Minnesota Mental Health Center","SU",-94.1818993,45.5739975
"Nystrom and Associates Ltd","SU",-94.1951973,45.5923684
"ORTC LLC","SU",-118.8064405,45.6687132
"Sunrise Rehab and Recovery LLC","SU",-97.9547496,29.8556213
"Family Counseling Center Inc","SU",-92.2549811,37.1482376
"Aegis Treatment Centers LLC","SU",-120.9381541,37.6055672
"Community Medical Services","SU",-97.0617458,47.8900385
"SW Arkansas Counseling MHC Inc","SU",-94.0421871,33.4920236
"Summerhill Counseling Center","SU",-94.0649783,33.4563613
"Bell Hill Recovery Center Inc","SU",-95.1120046,46.5159756
"Elevate CCBHC","SU",-92.3331224,42.4994022
"Marimn Health","SU",-116.8938828,47.3426507
"Haven in Shakopee","SU",-93.5248877,44.7989977
"East Central MO Behavioral Health","SU",-91.8883009,39.1467687
"Mindful Innovations Csl Servs PLLC","SU",-98.4671893,29.5149813
"Mark Twain Behavioral Health","SU",-91.8824051,39.1706404
"Momentum Center LLC","SU",-94.1352887,45.5734889
"Eastern Oregon Detoxification Center","SU",-118.8437882,45.6742401
"NorthStar Regional","SU",-93.5089531,44.7954036
"EOSIS","SU",-94.1438423,45.5868884
"Alamo City Treatment Services","SU",-98.4438523,29.5248452
"Sharehouse Inc","SU",-97.0898769,47.9288831
"Stanislaus Recovery Center","SU",-120.965928691727,37.6012261545795
"New Hope Recovery","SU",-120.9826805,37.6640576
"Valley Recovery Resources","SU",-120.9872288,37.6579495
"Blue Heron Recovery","SU",-98.4310117,29.518696
"Lakeside Academy","SU",-93.7550315,45.1527256
"RockBridge Treatment and Recovery","SU",-93.7238369,45.1249095
"Circle Back Center","SU",-95.724727,47.062273
"Mission Harbor Behavioral Health","SU",-119.6885132,34.4197706
"SW Arkansas Counseling MHC Inc","SU",-94.0110137,33.4601772
"River City Rehabilitation Center Inc","SU",-98.1177213,29.6926003
"Council on Alcoholism and Drug Abuse","SU",-119.6935668,34.4189415
"BreakThroughs Outpatient Treatment","SU",-121.0015189,37.6373238
"Nirvana Drug and Alcohol Trt Program","SU",-121.007493,37.6470066
"Cenikor Foundation","SU",-98.4885909,29.4546578
"Riverview Recovery Center","SU",-97.0169477,47.93783
"Audie L Murphy Memorial Veterans Hosp","SU",-98.53597999,29.42088555
"Santa Barbara Cottage Hospital","SU",-119.7243225,34.4295556
"Clear Behavioral Health","SU",-121.0297473,37.6591788
"Elite Counseling","SU",-98.527177,29.4213867
"Alamo Behavioral Health","SU",-98.3553447,29.5207057
"EOSIS Northern Plains","SU",-96.997214,47.9371331
"Center for Healthcare Services","SU",-98.5045512,29.4317555
"Cenikor Foundation","SU",-98.486572,29.4374315
"Cenikor","SU",-98.486572,29.4374315
"Pathway Program","SU",-121.2352006,38.7899099
"Pride Institute","SU",-93.4597305,44.8651812
"Palm Tree Ranch","SU",-121.1788686,38.3081899
"Sobriety First Treatment Center","SU",-93.7972493,45.3070078
"Nystrom and Associates Ltd","SU",-93.4166047,44.8550108
"River City Rehabilitation Center Inc","SU",-98.5144203,29.3731153
"Northern Pines Mental Health Center","SU",-94.3318505,45.96808
"Nystrom and Associates Ltd","SU",-93.7476535,45.3331326
"Northwoods Haven Recovery","SU",-93.4102652,44.8967749
"Nystrom and Associates Ltd","SU",-93.731341,45.3265363
"Fairview Recovery Services","SU",-93.2877775,44.7397275
"Keith Richard Narr LADC","SU",-93.2919147,44.7491356
"SOZO Addiction Recovery Center Inc","SU",-93.096774,34.6830842
"Nystrom and Associates Ltd","SU",-93.4445671,44.9728728
"One Twelve","SU",-93.4305,44.9569
"Kai Shin Treatment","SU",-93.3594874,44.8605349
"Mather ARTS Outpatient Clinic","SU",-121.2955155,38.5730601
"Area Substance Abuse Council","SU",-92.0353171,42.1680978
"Associated Rehab Program for Women Inc","SU",-121.3064759,38.6361654
"Advanced Counseling LLC","SU",-93.4557824,45.0072674
"Brightli","SU",-91.7179123,40.4214849
"New Dawn Recovery Centers","SU",-121.3155743,38.6826882
"Associated Rehab Program for Women Inc","SU",-121.3161739,38.6632647
"Better Decisions Counseling","SU",-121.3060177,38.5736978
"On Belay House","SU",-93.428841,44.980001
"Reed Behavioral Health","SU",-93.4489247,45.0134644
"Akua Behavioral Health Inc","SU",-121.3178382,38.5841022
"BAART Programs Carmichael","SU",-121.3292452,38.6124319
"New Dawn Treatment Center","SU",-121.3276689,38.5745116
"Nystrom and Assicuates Ltd","SU",-93.3303134,44.8819498
"Professional Counseling Center","SU",-93.3589265,44.9278973
"Palm Tree Ranch","SU",-121.2901065,38.2748032
"Hazelden Betty Ford Foundation","SU",-93.4257887,45.0206669
"Fairview Recovery Services","SU",-93.324262,44.8841453
"Sierra Health and Wellness Centers","SU",-121.4053135,39.3886118
"Nystrom and Associates Ltd","SU",-93.2138131,44.7339838
"Towns Health Services","SU",-121.3025542,38.2653682
"Wayside Recovery Center","SU",-93.3449125,44.9351346
"Hazelden Betty Ford Foundation","SU",-93.4496634,45.082068
"Towns Health Services/Lodi","SU",-121.2854802,38.1287804
"Stage by Staige","SU",-92.7474226,44.0291229
"Nystrom and Associates Ltd","SU",-93.4526714,45.1007323
"Lifetime Recovery Treatment Centerial","SU",-98.4305305,29.3166989
"Fairview Recovery Services","SU",-93.3800075,45.0114041
"Brightli","SU",-91.935291,37.343259
"Progress Valley 2","SU",-93.2593579,44.8581651
"Nystrom and Associates Ltd","SU",-93.2593841,44.8615126
"Alliance Wellness Center","SU",-93.248592,44.8567566
"Mann Grandstaff VAMC BHS (116)","SU",-116.7960023,47.6928093
"Kootenai Health Inc","SU",-116.7931991,47.6961412
"BHG Coeur d Alene Treatment Center","SU",-116.8032641,47.6922518
"Brightli","SU",-91.7854186,37.9439022
"Nystrom and Associates Ltd","SU",-93.5608411,45.2849348
"Aegis Treatment Centers LLC","SU",-121.2847624,37.9330435
"Kootenai Behavioral Health","SU",-116.7993493,47.6983248
"MedMark Treatment Centers","SU",-121.2931236,37.9636949
"Midwest Recovery Primer Paso","SU",-93.2344025,44.8559426
"Service First Outpatient Program","SU",-121.2941516,37.9625313
"Living Free Recovery Services LLC","SU",-93.3971057,45.0892739
"Brick House Recovery","SU",-116.7981248,47.7143977
"Guadalupe Regional Medical Center","SU",-97.9465307,29.5680547
"Pride Institute","SU",-93.2919479,44.9619488
"Covenant Recovery Inc","SU",-93.0651981,34.5188074
"Aegis Treatment Centers LLC","SU",-121.3215471,38.0289002
"Minnesota Adult and Teen Challenge","SU",-93.2762837,44.9442608
"Adult and Teen Challenge of Arkansas","SU",-93.0158511,34.5968441
"TLCS Inc","SU",-121.4135874,38.5773615
"Park Avenue Center","SU",-93.2782162,44.9580374
"NUWAY II","SU",-93.2768958,44.9566605
"Monarch Recovery Centers","SU",-121.4176927,38.5884982
"Heritage Treatment Link Inc","SU",-93.2804896,44.9630112
"NUWAY I","SU",-93.2768966,44.9607281
"NUWAY III","SU",-93.2756568,44.9615786
"Turning Point Inc","SU",-93.2999492,44.9990368
"Compass Health","SU",-91.7466189,37.950607
"MH/MR Authority of Brazos Valley","SU",-96.3717086,30.6660192
"Park Avenue Center","SU",-93.2658437,44.9594477
"EOSIS","SU",-93.1718471,44.8304598
"RS EDEN Recovery Services","SU",-93.2668017,44.9696364
"Sierra Vista Hospital","SU",-121.4170906,38.4672932
"RS EDEN Recovery Services","SU",-93.2663289,44.9694993
"Southwest Arkansas Counseling and","SU",-93.5843691,33.6498108
"Osoy Healing Health","SU",-93.246392,44.948141
"Healing House","SU",-93.2473903,44.952561
"Fond du Lac Human Services","SU",-93.2526738,44.9620088
"Minneapolis VA Healthcare System","SU",-93.2057846,44.9011719
"Life Choices","SU",-93.3154898,45.0595818
"Indian Health Board of MPLS","SU",-93.2434391,44.9620697
"Nations Finest","SU",-121.4380146,38.4935448
"Fairview Recovery Services","SU",-93.2371862,44.9667334
"Valley View Recovery Center","SU",-92.9103788,44.4912598
"Riverplace Counseling Center","SU",-93.4210248,45.216624
"Mindful Recovery","SU",-93.2552747,45.0072813
"Sacramento Recovery House Inc","SU",-121.4605415,38.556601
"Family Counseling Center Inc","SU",-91.5224038,39.9376117
"Buddys Ranch LLC","SU",-121.531597,39.1304018
"Nystrom and Associates Ltd","SU",-93.3642528,45.1837685
"Sacramento Recovery House Inc","SU",-121.4819768,38.565686
"Dragonfly","SU",-116.9386302,47.7107505
"Behavioral Health Services","SU",-121.5628202,39.5034985
"Transitions Outpatient Program","SU",-93.1824085,44.9521145
"Ramsey County Mental Health Center","SU",-93.180274,44.957696
"Reliance Recovery Center LLC","SU",-93.1759306,44.9574238
"EOSIS","SU",-93.1723594,44.9552298
"Hollow Creek Treatment Center LLC","SU",-93.0781656,34.3078211
"Juel Fairbanks","SU",-93.1584758,44.9655392
"Hazelden Betty Ford Foundation","SU",-93.1278246,44.923
"Mercy Hospital Unity Campus","SU",-93.2580744,45.1054668
"Mercy Hospital Unity Campus","SU",-93.256639,45.1065124
"Kingdom Pathways","SU",-93.1458577,44.9556265
"Nystrom and Associates Ltd","SU",-93.1663731,44.9890228
"Midvalley Recovery Facilities Inc","SU",-121.5839202,39.1450378
"Aegis Treatment Centers LLC","SU",-121.5883367,39.137566
"Fairview Recovery Services Princeton","SU",-93.5900831,45.5585953
"EOSIS","SU",-93.1946678,45.058719
"Area Substance Abuse Council","SU",-91.7180356,41.9629741
"Area Substance Abuse Council","SU",-91.7180356,41.9629741
"Rathdrum Counseling Center LLC","SU",-116.8959945,47.8052148
"Freedom Center","SU",-93.5820581,45.5691639
"Bethesda Hospital Adult SUD OP","SU",-93.1001515,44.9492659
"Northstar Behavioral Health Network","SU",-93.091221,44.939743
"Lotus Recovery LLC","SU",-93.0916635,44.9419967
"New Freedom Inc","SU",-93.5939357,45.5897665
"Northstar Behavioral Health Network","SU",-93.1056692,44.9690972
"EOSIS","SU",-93.0790625,44.9349888
"EOSIS","SU",-93.0790625,44.9349888
"Addiction Resource Center LLC","SU",-121.6211343,39.1434754
"Senior Recovery Program","SU",-93.0794126,44.9386942
"Aegis Treatment Centers LLC","SU",-120.665937,35.4837329
"Buddys Ranch LLC","SU",-121.6208477,39.1030431
"Frazier Wellness Services","SU",-93.0421902,44.8905069
"Zumbro Valley Health Center","SU",-92.4864606,44.0007569
"Behavioral Health Integration","SU",-93.0500971,44.9084114
"VOA Bar None Residential Services","SU",-93.388797,45.3637323
"The Heights","SU",-93.0956709,44.9827975
"FCC Behavioral Health","SU",-91.891126,36.7794588
"Community Counseling Solutions","SU",-119.2848321,45.838831
"Anthony Louis Center","SU",-93.2452301,45.1924525
"Brightli","SU",-91.4097522,39.6849097
"Mayo Clinic","SU",-92.4828272,44.018757
"Zumbro Valley Health Center","SU",-92.4557788,43.9718821
"Acceptance Recovery Counseling","SU",-91.6097764,41.7069316
"Common Ground","SU",-92.4636011,43.9953655
"Area Substance Abuse Council","SU",-91.6588005,41.9206142
"Nystrom and Associates Ltd","SU",-94.254631,46.340227
"Freedom Recovery Center","SU",-91.5138737,38.3397929
"Zumbro Valley Health Center Northgate","SU",-92.4796817,44.0308723
"Minnesota Adult and Teen Challenge","SU",-92.4623073,43.9996104
"Aegis Treatment Centers LLC","SU",-120.4350354,34.9567577
"Nystrom and Associates Ltd","SU",-93.2120717,45.1646704
"The Gables","SU",-92.4717271,44.0179783
"Minnesota Adult and Teen Challenge","SU",-92.4841305,44.0426034
"Area Substance Abuse Council","SU",-91.6579625,41.9381346
"Pathway House","SU",-92.4717889,44.0219195
"Pathway House","SU",-92.4713415,44.0223844
"Minnesota Adult and Teen Challenge","SU",-92.4822326,44.0424314
"Nystrom and Associates Ltd","SU",-92.4561248,44.000369
"Banyan Texas LLC","SU",-97.3616999,29.7576843
"Hopewell Clinical","SU",-91.3942454,39.9353958
"Area Substance Abuse Council","SU",-91.6627128,41.9774883
"Area Substance Abuse Council","SU",-91.6611288,41.9742351
"Mark Twain Behavioral Health","SU",-91.3916246,39.7027524
"UnityPoint Health","SU",-91.6618363,41.9830772
"Mayo Clinic Health System Fountain Ctr","SU",-92.4879488,44.0661871
"D and Js Transitions Inc","SU",-120.4459268,34.9525678
"ANEW Chemical Health Services","SU",-93.0424746,44.9545053
"Area Substance Abuse Council","SU",-91.6533368,41.9831221
"Cochran Recovery Services","SU",-92.877082,44.7287432
"Sobriety First Treatment Center","SU",-93.3672391,45.3985933
"Faith Family Recovery Center","SU",-92.8766893,44.7368481
"Community Health Centers of SE IA","SU",-91.3935928,40.4045906
"CPF Breakthrough LLC","SU",-117.2470768,47.6576251
"Freedom Center","SU",-93.650502,45.7559259
"United Hospital Hastings Addiction","SU",-92.8743117,44.7479985
"Brightli","SU",-91.3590075,39.9263801
"University of Iowa Healthcare","SU",-91.5479836,41.659068
"Saint Josephs Medical Center","SU",-94.2058274,46.3620481
"Haven in Woodbury","SU",-92.9723489,44.9184146
"Northern Pines Mental Health Center","SU",-94.1965461,46.3550513
"Nystrom and Associates Ltd","SU",-92.9727918,44.9231597
"FCC Behavioral Health","SU",-91.8428446,36.7131472
"Area Substance Abuse Council","SU",-91.6199771,42.0260781
"Community and Family Resources","SU",-91.5297853,41.6412245
"Fairview Saint Johns Hospital","SU",-93.0321785,45.0286448
"Fairview Recovery Services","SU",-93.0315174,45.028655
"Pit River Health Service Inc","SU",-121.6721392,40.8758053
"Northstar Behavioral Health Network","SU",-93.0156265,45.0122632
"Counseling Kids and Adults","SU",-92.9807795,44.9638389
"Four Winds Lodge Program","SU",-94.1527022,46.3544532
"Addiction Health Center","SU",-92.9991132,45.0174013
"Brightli","SU",-91.5423344,37.6443138
"YFA Connections","SU",-117.3606936,47.6566677
"Health Partners Substance Use Disorder","SU",-92.9311612,44.9530805
"Northstar Behavioral Health Network","SU",-92.9840422,45.0322092
"Ouachita Regional Counseling and MHC","SU",-92.8271106,34.3843393
"VA Northern CA HCS","SU",-121.7891044,39.7316652
"Area Substance Abuse Council","SU",-91.52741,41.9569339
"Sun Ray Court","SU",-117.4136465,47.650716
"Sun Street Centers","SU",-121.1310993,36.2097804
"Sun Street Centers","SU",-121.1316507,36.2095595
"Spokane Addiction Recovery Centers","SU",-117.4345578,47.650676
"MERIT Resource Services","SU",-119.1177218,46.2453865
"Lakes Treatment Center Inc","SU",-121.3668482,36.8548708
"EOSIS","SU",-92.9584776,45.0763232
"Northern Valley Indian Health Inc","SU",-121.7617881,38.660717
"Royal Life Centers","SU",-117.4022969,47.714691
"Northstar Behavioral Health Network","SU",-93.122965,45.3450126
"Skyway House Outpatient","SU",-121.855327,39.7591619
"Sun Street Centers","SU",-121.4029584,36.8501923
"Midwest Recovery","SU",-92.5592716,44.564144
"Skyway House Residential","SU",-121.8722269,39.7670591
"REACH Project","SU",-121.6840047,37.919361
"MERIT Resource Services","SU",-119.2230718,46.2119255
"Northern Valley Indian Health Inc","SU",-121.8762205,39.7474001
"Spokane Falls Recovery Center","SU",-117.4094288,47.7369441
"Spokane Falls Recovery Center","SU",-117.4094331,47.736974
"Twins Bay Inc DBA Morro Bay Recovery","SU",-120.8575091,35.386966
"Boundary Regional Comm Health Ctr Inc","SU",-116.554489,48.2811809
"EOSIS","SU",-92.9135648,45.1158169
"Common Ground","SU",-92.5420992,44.5639958
"Mann Grandstaff VA Medical Center","SU",-117.4778072,47.7032793
