"name1","type_facility","longitude","latitude"
"Veterans Alcoholic Rehab Prog (VARP)","SU",-117.291561,34.1200494
"Veterans Alcoholic Rehab Prog (VARP)","SU",-117.2922389,34.1197385
"Recovery Monitoring Solutions LLC","SU",-96.8742216,32.8379594
"Inland Valley Recovery Services","SU",-117.291561,34.1165496
"Jerry L Pettis Memorial VA Med Center","SU",-117.2498122,34.0499825
"Rose of Sharon 7","SU",-117.0377573,33.7739927
"Foothill AIDS Project","SU",-117.2905715,34.1029716
"County of Mono","SU",-118.962692,37.6450692
"Rural Nevada Counseling","SU",-119.1629259,38.9777506
"Methodist Richardson Medical Center","SU",-96.726182,32.973622
"Lakes Regional Community Center","SU",-96.1832154,33.5775923
"Medical City Green Oaks Hospital","SU",-96.7737364,32.9120946
"Inland Valley Drug and Alcohol","SU",-117.2815557,34.0683118
"Texas Native Health","SU",-96.8622493743896,32.8150631549127
"Yellowstone Boys and Girls Ranch","SU",-108.7767401,48.5293609
"HCC Network","SU",-93.8789736,39.1687245
"Enterhealth Outpatient","SU",-96.8081036,32.8628589
"Colton Comprehensive Treatment Center","SU",-117.2887345,34.0594152
"Arisa Health Inc","SU",-94.5594378,36.1790449
"New Creation Encanto","SU",-117.2804222,34.0413787
"New Creation Prado","SU",-117.2814351,34.0413602
"Addiction Recovery Center","SU",-97.0930323,32.5701278
"Arisa Health Inc","SU",-94.549851,36.1795652
"Phoenix Associates Counseling Services","SU",-96.7444866,32.9105447
"Desert Sage Youth Wellness Center","SU",-116.896989,33.544749
"Gallus Detox Dallas","SU",-97.1065268,32.5433931
"Inland Valley Drug and Alcohol","SU",-117.3065924,34.0515615
"Menninger Solutions Outpatient Service","SU",-96.8170926,32.8228377
"Infinity Health","SU",-93.9231821,40.619737
"San Bernardino County","SU",-117.3543087,34.1069828
"Homeward Bound Inc","SU",-96.8635012,32.7694251
"Metro Treatment of Texas LP","SU",-96.8722638153465,32.756037782092
"Brighter Heights Oklahoma","SU",-95.6201673,34.230995
"Evexia Health Services","SU",-117.2273068,33.9279049
"Rural Nevada Counseling","SU",-119.2390871,39.5611328
"Rancho Milagro Recovery Inc","SU",-116.9563701,33.5845863
"Riverside San Bernardino County/Indian","SU",-117.3147467,34.0363613
"WTCR Dallas","SU",-96.8229354,32.7948161
"Dallas County MHMR Center","SU",-96.7057379,32.9081825
"Discovery Point Retreat","SU",-96.7876236,32.8063466
"Your Discovery Place Inc","SU",-96.7954613,32.7826453
"Guiding Minds Counseling and Treatment","SU",-96.7954613,32.7826453
"Rural Nevada Counseling","SU",-119.2799709,39.3956015
"South Central Human Service Center","SU",-98.71527,46.910673
"ABODE Treatment Inc","SU",-96.7978057,32.7707293
"Dallas County MHMR Center","SU",-96.7915726,32.7751529
"People Inc","SU",-94.8140399,35.4557755
"Golden Gate Adult Rehab Ministry","SU",-96.8073925,32.7554417
"CREOKS Health Services","SU",-94.6293526,35.820658
"WTCR Garland","SU",-96.6727917,32.8785499
"Addicare Group of Texas","SU",-96.6687402,32.8783713
"STEP Med","SU",-96.7668127,32.7711337
"CREOKS Health Services","SU",-94.7827112,35.4702175
"Crossroads Recovery Center","SU",-96.8563863,32.6792683
"Whiteside Manor","SU",-117.3671776,33.9913048
"Grace Hope Treatment and","SU",-117.4648332,34.1189585
"ZION Integrated Behav Health Services","SU",-94.1050059,41.8411654
"Dallas County MHMR Center","SU",-96.7148784,32.7937396
"Dallas County MHMR Center","SU",-96.8000226,32.7068628
"Guiding Minds Counseling and Treatment","SU",-96.7544526,32.7506663
"Inside Out Wellness and Advocacy","SU",-94.0910658,41.8327867
"ZION Integrated Behav Health Services","SU",-94.0159534,41.6150344
"Rancho Recovery","SU",-117.5062346,34.1340049
"Homeward Bound Inc","SU",-96.805209,32.6807422
"Compass Health","SU",-93.7243677,39.0775733
"Nexus Recovery Center Inc","SU",-96.6661398,32.8119604
"Recovery Lighthouse Inc","SU",-93.7374592,38.7645529
"Recovery Lighthouse Inc","SU",-93.7357535,38.7521106
"Solid Ground Wellness in Recovery LLC","SU",-117.3963029,33.9490793
"Compass Health","SU",-93.725179,38.769983
"Compass Health","SU",-93.7685597,38.3923832
"Compass Health","SU",-93.724322,38.7702805
"Bullhook Community Health Center Inc","SU",-109.6748545,48.5503051
"Kindful Restoration","SU",-117.4060988,33.9427489
"Compass Health","SU",-93.7996371,38.083567
"Compass Health","SU",-93.7531504,38.3683754
"Choctaw Nation","SU",-95.0923869,34.7645967
"Southern Indian Health Council Inc","SU",-116.3629453,32.7226886
"Compass Health","SU",-93.70045,38.772467
"Infinity Health","SU",-93.7437074,40.7508147
"Abuse Resource Network and Therapy","SU",-97.684087,46.44542
"Camas Professional Counseling LLC","SU",-116.1208015,45.9276603
"Infinity Health","SU",-93.768696,41.035162
"Community and Family Resources","SU",-94.2114325,42.4882284
"Lakes Regional MHMR Center","SU",-96.4664535,32.900874
"McAlister Institute for Trt and Educ","SU",-116.5263278,32.8202865
"Crossroads Behavioral Health Services","SU",-93.7594203,41.0308255
"Riverside County Substance Use Program","SU",-117.1607547,33.5283922
"Riverside San Bernardino County","SU",-117.092279,33.4434261
"New Creation Corporate Headquarters","SU",-117.5794098,34.0637127
"Everlast Recovery Center","SU",-117.4945209,33.9476939
"Temecula Valley Comprehensive","SU",-117.2032981,33.5702275
"UnityPoint Health","SU",-94.1937217,42.4894033
"Eastern Montana CMHC","SU",-104.5565922,48.7784435
"Hill Alcohol and Drug Treatment","SU",-117.169896,33.5167461
"Embrace Life Change","SU",-117.6069494,34.0816653
"YWCA of Fort Dodge","SU",-94.1867776,42.5065076
"Brightli","SU",-93.6001766,40.0811569
"Community and Family Resources","SU",-94.1801327,42.5038512
"Community and Family Resources","SU",-94.1798155,42.5038526
"We Level Up","SU",-117.3017415,33.6616191
"Community and Family Resources","SU",-94.1750146,42.4978267
"Inland Valley Drug and Alcohol","SU",-117.6339039,34.0991081
"Clark Community Mental Health Center","SU",-93.8476109,37.4192818
"Housley and Reaves PLLC","SU",-94.1846969,36.3521848
"Olive Branch Recovery","SU",-94.1978609,36.3164756
"Arisa Health Inc","SU",-94.1817797,36.3491879
"Arisa Health Inc","SU",-94.1809274,36.349184
"Newport Institute","SU",-117.1850337,33.4888407
"His House Palm Recovery","SU",-117.6540497,34.096679
"His House 9th Street","SU",-117.6542932,34.096378
"HCC Network","SU",-93.5706925,38.9912067
"Brighter Heights Oklahoma","SU",-95.4812821,33.9998646
"Inland Valley Recovery Services","SU",-117.668536,34.1057025
"North Central MO Mental Health Center","SU",-93.5515909,39.8087645
"Destiny Recovery Inc","SU",-117.6963283,34.1401051
"CLARE Matrix","SU",-117.6505891,34.0728849
"Aegis Treatment Center","SU",-117.6521657,34.0691304
"Rural Nevada Counseling","SU",-119.529086,39.295907
"HCC Network","SU",-93.5301858,39.2061481
"Assessment Services Inc","SU",-93.788594,41.5641206
"BasePoint Academy","SU",-96.4829241,32.762455
"Montevideo Community Based","SU",-95.711864,44.955339
"Community and Family Resources","SU",-94.1993138,42.721095
"Clark Community Mental Health Center","SU",-93.9252318,36.9232712
"Harbor House Inc","SU",-94.1340625,36.3334912
"San Diego Freedom Ranch Inc","SU",-116.4864405,32.6499359
"RS Recovery Services Inc","SU",-117.7208607,34.1084572
"Design for Change","SU",-118.1102686,34.6890983
"Woodland Centers","SU",-95.6915888,44.9491159
"True Self Recovery","SU",-94.1168261,36.3465565
"Arisa Health Inc","SU",-94.1850793,36.1660035
"Arisa Health Inc","SU",-94.185171,36.1648159
"Arisa Health Inc","SU",-94.1853068,36.1639508
"North Central Human Service Center","SU",-101.2937487,48.227039
"AMATA LLC","SU",-117.5684573,33.8753658
"Mental Health Systems Inc","SU",-116.8678208,33.0278436
"Western Pacific Re Hab","SU",-118.1383108,34.7069148
"Evexia Health Services","SU",-117.5667963,33.8703232
"Western Pacific Med Corp","SU",-118.1386159,34.7067999
"HCC Network","SU",-93.4823837,39.3670311
"Lakes Regional Community Center","SU",-96.1060722,33.1267894
"HealthRIGHT 360","SU",-117.7343822,34.0905937
"HealthRIGHT 360","SU",-117.7344027,34.0905997
"Northern Plains","SU",-101.2954641,48.2355863
"Management and Training Corporation","SU",-101.2935237,48.235308
"Groups Recover Together","SU",-93.7613461,41.6228169
"W and G Enterprises Inc","SU",-117.689696,34.0249203
"Bob Hayes Addiction Services PLLC","SU",-101.2881152,48.2359404
"Vitality Integrated Programs Dayton","SU",-119.5907157,39.237479
"Penny Lane Centers","SU",-118.1295034,34.6732831
"Change Lanes Youth Support Services","SU",-118.1532095,34.7034776
"Faa Adiction Services","SU",-101.2956606,48.2454667
"Tarzana Treatment Centers","SU",-118.1487503,34.6909309
"Caring Hands Recovery LLC","SU",-117.544884,33.8125612
"American Health Services LLC","SU",-118.0800947,34.5794251
"Youth and Shelter Services (YSS)","SU",-93.8788543,42.0562802
"Oklahoma Treatment Services LLC","SU",-94.5087239,35.4054921
"Royal Oaks Hospital","SU",-93.5184926,38.5341431
"New Directions Alcohol and","SU",-118.1556509,34.6900498
"Goodman Addiction Services","SU",-101.3041132,48.2607312
"UCS Healthcare","SU",-93.7213763,41.5890687
"Aegis Treatment Centers LLC","SU",-117.7517456,34.0682937
"Discovery Point Retreat","SU",-96.887002,32.2810714
"National Council on Alc and Drug Dep","SU",-117.7544941,34.0641768
"Advance in Recovery PLLC","SU",-99.1245366,47.448669
"A Better You Med Spa","SU",-94.143461,36.1467412
"Clark Community Mental Health Center","SU",-93.804916,37.0912707
"Community Medical Services","SU",-101.2988418,48.2695142
"Summit BHC Iowa LLC","SU",-93.7077949,41.5829643
"Tarzana Treatment Centers Inc","SU",-118.1104293,34.5798202
"BHG Medical Services","SU",-94.1584954,36.098715
"Advance Medical Specialists","SU",-94.1561352,36.0982585
"Springdale Treatment Center","SU",-94.1184563,36.1697579
"Tarzana Treatment Centers Inc","SU",-118.1239946,34.5795767
"Harbor House Inc","SU",-94.157535,36.064441
"Cornerstone Center for Counseling and","SU",-118.4535015,35.1291408
"Stigler Health and Wellness Center","SU",-94.6282304,35.0917457
"Vantage Point of Northwest Arkansas","SU",-94.1191562,36.1284776
"Acceptance Treatment","SU",-94.0873942,36.2045102
"Time Wellness AR LLC","SU",-94.1183722,36.127336
"Mental Health Systems Inc","SU",-117.2423514,33.3490364
"Alpha Recovery Center","SU",-118.262529000061,34.7683251866419
"Community and Family Resources","SU",-93.6714492,41.5962405
"New Life Recovery Center","SU",-118.2733428,34.7796561
"Lloyds Counseling Inc","SU",-93.6693993,41.6292039
"Brighter Heights Oklahoma","SU",-94.6226139,35.0571839
"Escondido Comprehensive Treatment","SU",-117.070536,33.1265438
"Fellowship Center ASPI","SU",-117.0719607,33.124861
"Lakes Regional Community Center","SU",-95.5497106,33.6607695
"McAlister Institute for Trt and Educ","SU",-117.0824494,33.1277132
"Mental Health Systems Inc","SU",-117.0882751,33.1303413
"Clark Community Mental Health Center","SU",-93.8658096,36.6879278
"Kingdom Living Iowa","SU",-93.6261103,41.5565982
"New Connections","SU",-93.6415158,41.6161905
"MercyOne House Mercy","SU",-93.6373428,41.6063649
"Covert Action LLC","SU",-93.6333764,41.5925282
"Aurora Charter Oak Hospital","SU",-117.8668073,34.1003274
"Children and Families of Iowa","SU",-93.6324277,41.6006685
"Orchard Place","SU",-93.6284693,41.5884091
"Youth and Shelter Services (YSS)","SU",-93.6256194,41.5863956
"Axial Clinic IA PC","SU",-93.622176,41.5780511
"National Council on Alc and Drug Dep","SU",-117.87187,34.0964141
"MercyOne House of Mercy","SU",-93.5619442,41.3632007
"Harbor House Inc","SU",-94.4087855,35.3844918
"Tavarua Medical Rehabilitation Service","SU",-117.8896782,34.1148926
"Choices Therapy Services LLC","SU",-93.5589112,41.3700985
"BHG Des Moines Treatment Center","SU",-93.6180364,41.6011171
"Gateway Recovery Center","SU",-94.3881963,35.4091183
"Powell Chemical Dependency Program","SU",-93.6099084,41.6018823
"McAlister Institute for Trt and Educ","SU",-117.1432725,33.1397846
"Center for Integrated Family/Health","SU",-117.8860719,34.079878
"Social Model Recovery Systems","SU",-117.8874122,34.0805877
"Project Turnabout","SU",-95.1136546,44.5410219
"Alliance Counseling Associates","SU",-93.7244596,36.9737478
"Addiction Research and Treatment Inc","SU",-119.0143955,36.0685725
"DTH","SU",-93.7222952,36.9712423
"Aegis Treatment Centers LLC","SU",-117.9067873,34.0775197
"Children and Families of Iowa","SU",-93.6071973,41.6992925
"New Dawn Treatment Centers","SU",-119.7602023,39.4456277
"Lakes Regional MH/MR Center","SU",-96.2764752,32.7252175
"BHG Medical Services","SU",-94.3716598,35.3672481
"Vitality Unlimited","SU",-119.7587597,39.174383
"Western Arkansas Csl and Guidance","SU",-94.3309633,35.4414156
"Carson City Community Counseling Ctr","SU",-119.7597281,39.162805
"Carson City Community Counseling Ctr","SU",-119.7601439,39.1504311
"Life Change Center","SU",-119.7718029,39.5486856
"Serenity Counseling Advocates and","SU",-94.3246948,35.4450078
"Tulare County Health and Human Servs","SU",-119.0410831,36.0787682
"Capalina Comprehensive Treatment","SU",-117.1945791,33.151232
"Advanced DUI and Counseling","SU",-119.774586,39.515751
"Vitality Integrated Programs","SU",-119.7659436,39.173927
"Battle Born Counseling LLC","SU",-119.7676662,39.1764723
"Lumina Revenue Cycle Management","SU",-94.2957094,35.4929378
"Tahoe Youth and Family Services","SU",-119.7550452,38.9453066
"Vitality Integrated Programs","SU",-119.778054,39.5139948
"Bright Mission Recovery","SU",-118.2246413,34.5216087
"Empowerment Center","SU",-119.7804098,39.4598845
"North County Lifeline Inc","SU",-117.1895274,33.1367872
"Youth and Shelter Services","SU",-93.5656813,41.6274367
"Paragon Counseling Services","SU",-119.7737388,39.1868066
"Mental Health Systems Inc","SU",-117.0668321,32.9958844
"Moxy Up","SU",-119.7651374,38.9545198
"Western Arkansas Csl and Guidance","SU",-94.3556544,35.3518632
"Teen Project Outpatient","SU",-117.6108983,33.6381324
"Western Arkansas Csl and Guidance","SU",-94.3550678,35.3515155
"Mayo Clinic Health System Fountain Ctr","SU",-94.4474287,43.6725997
"UCS Healthcare","SU",-93.5802411,41.7144496
"Compass Health","SU",-93.3788119,38.2658679
"Recovery In Motion","SU",-94.438793,43.663208
"Community and Family Resources","SU",-93.5485362,41.6121985
"Cedar Creek Integrated Health","SU",-114.1029729,47.5290581
"BHG Reno Treatment Center","SU",-119.7973814,39.4986361
"Community and Family Resources","SU",-93.5411417,41.6153364
"Bristlecone Family Resources","SU",-119.8027486,39.5254373
"Present Moments Recovery","SU",-117.1811129,33.0977761
"McAlister Institute for Trt and Educ","SU",-117.2669424,33.1945015
"California Mental Health Connection","SU",-117.9625863,34.0881462
"River Valley Primary Care Services","SU",-94.3401112,35.3429504
"Quest Counseling and Consulting","SU",-119.8105129,39.4723608
"Newport Academy","SU",-117.7727763,33.8162247
"Newport Institute","SU",-117.7764759,33.8192688
"Revive Pathway","SU",-116.9384654,32.808414
"Newport Academy","SU",-117.7759096,33.8092615
"Northern Nevada Hopes","SU",-119.8214944,39.529318
"Newport Academy","SU",-117.7806498,33.8091228
"Newport Academy","SU",-117.7763677,33.8018257
"SOAP MAT LLC","SU",-117.2833573,33.1866147
"Newport Academy","SU",-117.7776758,33.8010251
"Newport Academy","SU",-117.7811772,33.8042362
"Addiction Research and Treatment Inc","SU",-117.9525191,34.0380119
"Mental Health Systems Inc","SU",-116.9759829,32.8368726
"Newport Academy","SU",-117.7787953,33.7985382
"Newport Academy","SU",-117.7817517,33.8010657
"Newport Academy","SU",-117.7853812,33.8053069
"Newport Institute","SU",-117.7665543,33.7781858
"Woniya Kini Behavioral Health Services","SU",-94.996653,44.5318561
"Newport Academy","SU",-117.7713383,33.7793879
"Pacific Bay Recovery","SU",-116.8714872,32.7134746
"Newport Institute","SU",-117.7753446,33.7803179
"Infinity Health","SU",-93.3189473,40.7579588
"Southern Iowa Economic Dev Association","SU",-93.3187851,40.7586956
"Beachside Recovery LLC","SU",-117.775893,33.77647
"McAlister Institute for Trt and Educ","SU",-116.969881,32.8136752
"Midwest Wellness Institute","SU",-93.6185397,42.0256057
"Newport Academy","SU",-117.8262944,33.8402696
"McAlister Institute for Trt and Educ","SU",-116.9697546,32.8089169
"ThriveNow Recovery Centers","SU",-93.4903038,41.6020248
"El Cajon Comprehensive Treatment","SU",-116.9627419,32.7970859
"Youth and Shelter Services (YSS)","SU",-93.6115385,42.0204814
"Hatch Behavioral Health","SU",-117.8433692,33.8550343
"McAlister Institute for Trt and Educ","SU",-117.3415803,33.2172478
"Wallowa Valley Center for Wellness","SU",-117.2844474,45.4302354
"Alpine County","SU",-119.8173982,38.7700718
"Discovery Point Retreat","SU",-96.5195796,32.3639505
"Newport Institute","SU",-117.7936355,33.7753633
"Choices for Change Counseling","SU",-114.8871481,47.1925488
"449 Recovery","SU",-117.6766113,33.6172066
"Texas Recovery Center","SU",-96.3594003,32.5153364
"Compass Health","SU",-93.2475963,38.7141617
"Infinity Recovery","SU",-117.1202944,32.9480573
"Social Model Recovery Systems","SU",-118.0164183,34.067143
"Social Model Recovery Systems","SU",-118.016596,34.0670962
"Capo Canyon Recovery","SU",-117.6598569,33.5817883
"Valliant House LLC","SU",-95.0928047,34.0050837
"Recovery Lighthouse Inc","SU",-93.2380376,38.7126398
"Butterfield Park Medical Center","SU",-93.4204199,37.6249235
"Mending Bridges LLC","SU",-117.6860717,33.6045226
"Aegis Treatment Centers LLC","SU",-118.0337455,34.0744196
"Infinity Health","SU",-93.3190938,41.0216218
"Sieda Behavioral Health and","SU",-93.318778,41.02145
"Oceanside Comprehensive Treatment","SU",-117.3572865,33.1944295
"McAlister Institute for Trt and Educ","SU",-117.366207,33.202818
"12 South Recovery","SU",-117.716617,33.63274
"Central Valley Recovery Services Inc","SU",-119.2583147,36.3254714
"Aurora Las Encinas Hospital","SU",-118.0910777,34.1416573
"Chapman House Inc","SU",-117.838767,33.7875994
"Western Pacific Med Corp","SU",-117.6677312,33.563317
"Dedicato Treatment Center","SU",-118.0987953,34.1486273
"Rebel New Life Treatment Center LLC","SU",-117.8835668,33.8459246
"Twin Town Treatment Centers","SU",-117.6993069,33.6010847
"Mental Health Systems Inc","SU",-117.3774268,33.2017175
"SPIRITT Family Services","SU",-118.0364158,34.0515895
"Present Moments Recovery","SU",-117.3454653,33.1623357
"Wel Mor Psychology Group Inc","SU",-117.889518,33.8446287
"Elijahs House Treatment Center","SU",-118.1212467,34.1703327
"Correction Services","SU",-93.40367,37.5931215
"Compassion Recovery Centers","SU",-117.7321866,33.6263867
"Aegis Treatment Centers LLC","SU",-118.1317891,34.171057
"Western Pacific Re Hab","SU",-117.9211411,33.8701506
"Western Pacific Med Corp","SU",-117.92117,33.8701711
"Cornerstone Adult Outpatient","SU",-117.839355,33.7595559
"Central Valley Recovery Services Inc","SU",-119.2765255,36.3123958
"Orange County Healthcare Agency","SU",-117.887984,33.8190417
"Twin Town Treatment Centers","SU",-117.860089,33.7811021
"Altadena Recovery Center","SU",-118.1594123,34.1976158
"Santa Ana Comprehensive Treatment","SU",-117.8369582,33.7458927
"Tulare County Health and Human Servs","SU",-119.2875299,36.3217004
"Young Peoples Foundation Inc","SU",-117.982696,33.9396116
"Bridges of San Diego","SU",-117.0325604,32.7797385
"Able to Change Recovery Inc","SU",-117.6563644,33.5050844
"Pasadena Council on Alcoholism and","SU",-118.1303262,34.1450141
"New Method Wellness","SU",-117.6577503,33.5039597
"BAART Programs Visalia Inc","SU",-119.2913175,36.3157652
"Central Valley Recovery Services Inc","SU",-119.299644,36.3315629
"Gooden Center","SU",-118.137288,34.1491988
"Project Recovery","SU",-117.1465195,32.8972409
"Casa Palmera","SU",-117.2252741,32.9837992
"Phoenix House","SU",-117.853877,33.7528452
"True Self Recovery","SU",-93.7190565,36.4554858
"Shoreline Recovery Center","SU",-117.282698,33.0456658
"Casa Recovery","SU",-117.661405,33.4984582
"Evolve Teen Outpatient Treatment","SU",-117.2301622,32.9830514
"Alvarado Parkway Institute","SU",-117.0440549,32.7744551
"Clear Behavioral Health","SU",-118.1540866,34.1564543
"Villa Center Inc","SU",-117.864798,33.7527577
"Orange County Healthcare Agency","SU",-117.72392,33.568376
"County of Madera","SU",-119.640095,37.32505
"Lighthouse Treatment Center","SU",-117.931009,33.834702
"Lighthouse Treatment Center","SU",-117.9310559,33.8347216
"Lighthouse Treatment Center","SU",-117.9307451,33.8342348
"Lighthouse Treatment Center","SU",-117.9309632,33.8342265
"Anaheim Lighthouse","SU",-117.9311703,33.8341825
"New Directions","SU",-117.9921129,33.9175033
"Anaheim Lighthouse","SU",-117.9313718,33.8341524
"Healthcare Services Inc","SU",-117.9316051,33.8341361
"Orange County Healthcare Agency","SU",-117.8689629,33.7492218
"Orange County Healthcare Agency","SU",-117.8689629,33.7492218
"Healthcare Services Inc","SU",-117.93531,33.8347232
"SPIRITT Family Services","SU",-118.0323772,33.9679764
"Recovery Beach","SU",-117.9022664,33.7886126
"PES/EBS Inc","SU",-117.8739184,33.7475403
"Korean Community Services Inc","SU",-117.9588849,33.860416
"AMFM Mental Health Treatment","SU",-117.6557456,33.4632345
"McAlister Institute for Trt and Educ","SU",-117.025062,32.7278462
"Straight Talk Clinics Inc","SU",-117.883771,33.749937
"New Connections","SU",-117.0261205,32.7277811
"Brightli","SU",-93.133655,40.2024135
"Mental Health Systems Inc","SU",-117.1216036,32.8244296
"SOAP MAT LLC","SU",-117.0573189,32.7544074
"Korean Community Services Inc","SU",-117.9153458,33.7810571
"Life Transformations","SU",-96.5869542,46.2655202
"Union of Pan Asian Communities (UPAC)","SU",-117.0563764,32.7454589
"San Diego Comprehensive Treatment","SU",-117.1369996,32.8326238
"Helpline Youth Counseling Inc","SU",-118.029214,33.9287577
"Rebel New Life Treatment Center LLC","SU",-117.9539835,33.8213717
"North Central MO Mental Health Center","SU",-93.0959399,39.7812628
"Tavarua Health Services","SU",-118.0960366,34.0068579
"Betty Ford Center","SU",-117.2379161,32.9301015
"Oceanfront Recovery at Laguna Beach","SU",-117.755352,33.5449545
"Oceanfront Recovery at Laguna Beach","SU",-117.7586172,33.5480855
"Pacific Sands Recovery Center","SU",-117.893906,33.7225862
"Community and Family Resources","SU",-93.7324439,42.733107
"Teen Challenge San Diego","SU",-117.0784214,32.7461877
"Newport Academy","SU",-117.8713097,33.6852455
"McAlister Institute for Trt and Educ","SU",-117.1418937,32.8102937
"Tahoe Youth and Family Services","SU",-119.9704788,38.9449658
"Substance Abuse Evaluation","SU",-117.1182945,32.7770564
"Breakaway Health Corporation","SU",-117.8746149,33.6775806
"Korean Community Services Inc","SU",-117.8614464,33.6574897
"LA Centers for Alcohol and Drug Abuse","SU",-118.0644709,33.9310615
"LA Centers for Alcohol and Drug Abuse","SU",-118.0644794,33.9307372
"Laguna View Detox","SU",-117.7472079,33.5082521
"Elite Care Inc","SU",-117.8683632,33.6645487
"SoCal Detox","SU",-117.7399,33.4986604
"Wel Mor Psychology Group Inc","SU",-117.868473,33.6641556
"Nsight Mental Health and Wellness","SU",-117.8692118,33.6641928
"OceanRock Recovery","SU",-117.8662729,33.6598909
"CRASH Inc","SU",-117.1053792,32.7525145
"Crystal Cove Recovery","SU",-117.7792849,33.5422425
"Kings View","SU",-119.3380022,36.2199801
"El Dorado Community Service Center","SU",-117.0832519,32.7232461
"Spencer Recovery Centers Inc","SU",-117.7753902,33.5325256
"Roque Center","SU",-117.9840896,33.8046413
"Stepping Stone of San Diego Inc","SU",-117.1079173,32.7472403
"South Lake Tahoe Recovery and Rehab","SU",-119.9881673,38.9237327
"Western Pacific Med Corp","SU",-117.9845021,33.8029131
"Gratitude Lodge/Drug and Alcohol","SU",-117.8819628,33.6636562
"Gratitude Lodge","SU",-117.8809825,33.6622458
"Mental Health Systems Inc","SU",-117.1603509,32.8001532
"Sharp Mesa Vista Hospital","SU",-117.1557477,32.795077
"Bienestar Human Services","SU",-118.1506725,34.0300725
"LA Centers for Alcohol and Drug Abuse","SU",-118.0901598,33.9441513
"Didi Hirsch Mental Health Services","SU",-118.2300479,34.1422784
"Crescent Moon Recovery","SU",-117.9241221,33.7154933
"Union of Pan Asian Communities (UPAC)","SU",-117.1229247,32.7556355
"Mela Counseling Services Center Inc","SU",-118.147511,34.0186172
"Helpline Youth Counseling Inc","SU",-118.0686842,33.9046491
"New Directions for Women","SU",-117.8837519,33.6540933
"California Prime Recovery","SU",-117.9278572,33.711636
"Practical Recovery Psychology Group","SU",-117.2355656,32.8711579
"New Directions for Women Inc","SU",-117.8880667,33.6574526
"Costa Mesa Detox","SU",-117.9087212,33.6831971
"Akua Behavioral Health","SU",-117.8897354,33.6579826
"Park Mental Health Treatment of","SU",-117.1322908,32.7548648
"Sober Solutions","SU",-117.9800384,33.776941
"Behavioral Health Services","SU",-118.1952584,34.0764641
"Narcotics Prevention Association","SU",-118.157438,34.0191626
"Circle of Freedom","SU",-93.1121538,40.6843859
"Fashion Valley Comprehensive Treatment","SU",-117.158506,32.7766111
"Western Pacific Re Hab","SU",-118.0796437,33.9020444
"Western Pacific Med Corp","SU",-118.0796437,33.9020444
"Mental Health Systems Inc","SU",-117.1543919,32.7639579
"New Beginning Fellowship Center","SU",-117.9551605,33.7227824
"Community Service Organization (CSO)","SU",-118.991681638623,35.3806453
"Cenikor Foudation Waco","SU",-97.1757136,31.5604178
"Renaissance Recovery","SU",-117.9516749,33.7096972
"Skylake Recovery Center","SU",-120.0220573,38.9199529
"Fresno County Hispanic Commission on","SU",-119.5578246,36.707413
"Orange County Healthcare Agency","SU",-117.9879553,33.756975
"Western Pacific Re Hab","SU",-117.9107565,33.6520403
"Aegis Treatment Centers LLC","SU",-119.0069612,35.3970828
"BAART Programs","SU",-118.2104006,34.0623493
"Pathfinders of San Diego","SU",-117.1308678,32.7225811
"Arisa Health Inc","SU",-93.7375111,36.1005306
"Clinica Monsenor Oscar A Romero","SU",-118.2076429,34.0563605
"Higher Vision Wellness Center","SU",-118.2709536,34.1477839
"Pathfinders of San Diego","SU",-117.1314617,32.7219226
"Western Pacific Med Corp","SU",-118.2628713,34.1348928
"Western Pacific Re Hab","SU",-118.2628713,34.1348928
"Exodus Recovery Inc","SU",-118.2100736,34.0575363
"Penny Lane Centers","SU",-118.1637149,33.9859711
"Sober Life Recovery Solutions LLC","SU",-117.1619983,32.7489456
"MAAC Project","SU",-117.1122868,32.6943391
"Escuela Latina","SU",-118.2078646,34.047227
"La Hacienda Treatment Center","SU",-99.3422943,30.0740428
"House of Metamorphosis","SU",-117.130628,32.7119597
"Salvation Army","SU",-118.1698097,33.9896965
"Turning Point of Central California","SU",-119.0026234,35.3675782
"Road to Recovery Treatment Services","SU",-117.9602754,33.7013283
"Confidential Recovery","SU",-117.1745884,32.7580028
"Crossroads Foundation","SU",-117.1618375,32.7431675
"Way Back","SU",-117.1397339,32.719178
"MAAC Project","SU",-117.0822359,32.6557871
"Hotel California by the Sea","SU",-117.9131603,33.6342069
"Aegis Treatment Centers LLC","SU",-119.0132744,35.3782796
"CRASH Inc","SU",-117.1398488,32.7145173
"Substance Abuse Guidance and Education","SU",-97.1961745,31.521379
"Golden Hill House I","SU",-117.1421466,32.7150432
"Action Consultants Therapy","SU",-117.9160933,33.6320811
"South Coast Counseling Inc","SU",-117.9272738,33.6422403
"American Health Services LLC","SU",-119.00215,35.3438919
"San Diego American Indian Health Ctr","SU",-117.1642269,32.7328551
"American Health Services LLC","SU",-118.0722746,33.833961
"Behavioral Health Services","SU",-118.2045099,34.0189828
"Phoenix House of Los Angeles Inc","SU",-118.3832359,34.2809847
"McAlister Institute for Trt and Educ","SU",-117.0841851,32.6439251
"Tree House Recovery","SU",-117.9252434,33.6339528
"Hotel California by the Sea","SU",-117.9241044,33.6303577
"Boardwalk Recovery Center","SU",-117.2344038,32.8015188
