name,address,city,state,zip,confidence,lon,lat
Pharmacy Solutions,1921 W Pioneer Pkwy,Arlington,TX,76013,1.0,-97.1377473,32.7095739
Walgreens,2200 E Pioneer Pkwy,Arlington,TX,76010,1.0,-97.0711345,32.7115246
Walmart Pharmacy,2900 Renaissance Sq,Fort Worth,TX,76105,0.99,-97.2832893,32.7123971
KK's Pharmacy,2480 W Illinois Ave,Dallas,TX,75233,0.99,-96.8585723,32.7195457
CVS Pharmacy,2500 W Park Row Dr,Pantego,TX,76013,1.0,-97.1496254,32.7209382
Oportun,"1909 E Park Row Drive, Inside El Rancho",Arlington,TX,76010,0.95,-97.07895,32.72217
Forest Park Pharmacy,2410 Forest Park Blvd,Fort Worth,TX,76110,0.99,-97.352069,32.7165853
Doc D Consulting,6913 Camp Bowie Blvd,Fort Worth,TX,76116,0.96,-97.4377053,32.7187995
CVS Beauty,3401 Alta Mere Dr,Fort Worth,TX,76116,0.96,-97.4404257,32.7214515
Rhema Medical Fort Worth,9665 Camp Bowie W,Fort Worth,TX,76116,1.0,-97.4910147,32.7243458
Walgreens,8600 Camp Bowie W,Fort Worth,TX,76116,1.0,-97.4660111,32.7247827
Park Place Pharmacy,1601 Park Place Ave,Fort Worth,TX,76110,0.96,-97.3441424,32.7256236
Walgreens,6346 Camp Bowie Blvd,Fort Worth,TX,76116,0.95,-97.419781,32.72742
Tower Medic Pharmacy,607 W Magnolia Ave,Fort Worth,TX,76104,1.0,-97.331285,32.7304144
Baylor Scott & White Pharmacy #102,1250 8th Ave,Fort Worth,TX,76104,0.99,-97.3442907,32.7310605
Best Value Ridglea Drug,5932 Lovell Ave,Fort Worth,TX,76107,1.0,-97.4132832,32.7315502
CVS Pharmacy,11820 Elam Rd,Balch Springs,TX,75180,1.0,-96.6231783,32.719538
Elam Road Pharmacy,9209 Elam Rd Ste 105,Dallas,TX,75217,0.95,-96.6622736,32.7199665
Kroger,11925 Elam Rd,Balch Springs,TX,75180,0.93,-96.6207615,32.7201832
Grove Medical Center Pharmacy,1143 S Buckner Blvd,Dallas,TX,75217,0.99,-96.6835287,32.7322154
CSA Pharmacy,10325 Lake June Rd,Dallas,TX,75217,0.96,-96.6471161,32.7357633
Buckeye Pharmacy,1401 S Buckner Blvd,Dallas,TX,75217,0.96,-96.6833753,32.7365348
Bass Rutledge Drug,601 W Moore Ave,Terrell,TX,75160,0.98,-96.283152,32.7369109
Walmart,1900 W Moore Ave,Terrell,TX,75160,0.95,-96.3065003,32.7401387
CVS Pharmacy,904 E Cartwright Rd,Mesquite,TX,75149,1.0,-96.5830024,32.7451084
Walmart Pharmacy,802 E US Highway 80,Forney,TX,75126,1.0,-96.4457338,32.7452145
Mindful Pharmacy,2701 Osler Dr,Grand Prairie,TX,75051,0.96,-97.048005,32.7315446
Aldridge Family Pharmacy,1408 Bonnie View Rd,Dallas,TX,75203,0.98,-96.7934498,32.7325498
Walgreens,1104 S Westmoreland Rd,Dallas,TX,75211,1.0,-96.8735597,32.734061
CVS Pharmacy,815 E Abram St,Arlington,TX,76010,1.0,-97.0981424,32.7359306
PrimeCare Pharmacy,611 W Main St,Arlington,TX,76010,0.96,-97.1134038,32.7370532
Walgreens,4200 E Lancaster Ave,Fort Worth,TX,76103,1.0,-97.2611388,32.7403583
Walgreens,507 S Carrier Pkwy,Grand Prairie,TX,75051,0.95,-97.014618,32.741397
J & D Pharmacy,4735 E Lancaster Ave,Fort Worth,TX,76103,0.96,-97.2512913,32.7417707
Fate Pharmacy,707 N Fielder Rd,Arlington,TX,76012,0.96,-97.1314068,32.7431602
Prism Health North Texas Pharmacy,219 Sunset Ave,Dallas,TX,75208,0.99,-96.8255728,32.7443671
Xact Rx,193 Coy Rd,Weatherford,TX,76087,0.97,-97.86511,32.7259517
CVS Pharmacy,122 E Interstate 20,Weatherford,TX,76087,0.96,-97.7844841,32.7273586
Walmart,1836 S Main St,Weatherford,TX,76086,1.0,-97.7948226,32.7314886
Tackett Pharmacy & Nutrition Center,138 College Park Dr,Weatherford,TX,76086,0.98,-97.7955909,32.7385978
Custom Compounding Pharmacy,1880 Santa Fe Dr,Weatherford,TX,76086,1.0,-97.7682239,32.7387213
EZ Pack Pharmacy,933 Hilltop Dr,Weatherford,TX,76086,0.99,-97.7788657,32.7459522
NexGen Pharmaceuticals,953 Hilltop Dr,Weatherford,TX,76086,0.95,-97.7784831,32.7463925
Mixlab (Formerly NexGen),953 Hilltop Dr,Weatherford,TX,76086,0.96,-97.7785805,32.746411
CVS Pharmacy,407 S Main St,Weatherford,TX,76086,1.0,-97.7964813,32.7542336
OHM pharma inc,2940 FM 3028,Mineral Wells,TX,76067,0.96,-98.0596849,32.755849
Premium Medical Home,929 College Ave,Fort Worth,TX,76104,0.96,-97.3349397,32.73446
A-Class Park Place Pharmacy,1001 12th Ave,Fort Worth,TX,76104,0.96,-97.3471217,32.73523
Recept Pharmacy,800 8th Ave,Fort Worth,TX,76104,0.96,-97.3441751,32.7361218
Cook Children's Wound Care,801 7th Ave,Fort Worth,TX,76104,0.96,-97.3407508,32.7371598
Hall's Specialty Pharmacy,708 Pennsylvania Ave,Fort Worth,TX,76104,1.0,-97.3322239,32.7385162
Ridgmar Pharmacy,2524 Mall Cir,Fort Worth,TX,76116,1.0,-97.4342223,32.7388695
Walgreens,4515 Camp Bowie Blvd,Fort Worth,TX,76107,1.0,-97.3872128,32.739912
CVS Beauty,426 S Henderson St,Fort Worth,TX,76104,0.96,-97.3378771,32.7400459
CVS Beauty,751 Alta Mere Dr,Fort Worth,TX,76116,0.96,-97.4321075,32.748564
Daniel Drug Inc,3409 W 7th St,Fort Worth,TX,76107,0.99,-97.3670561,32.7511142
Hovic Pharmacy,6306 Meadowbrook Dr,Fort Worth,TX,76112,0.96,-97.2218734,32.7453318
CVS Beauty,6548 Meadowbrook Dr,Fort Worth,TX,76112,0.96,-97.2166745,32.7454513
CVS Pharmacy,701 E Main St,Grand Prairie,TX,75050,1.0,-96.9954704,32.7455678
Meadowbrook Pharmacy,6624 Meadowbrook Dr,Fort Worth,TX,76112,0.95,-97.215209,32.745702
Meadowbrook Pharmacy,6624 Meadowbrook Dr,Fort Worth,TX,76112,0.96,-97.2152166,32.7457873
Texas Premier Internal Medicine,909 Medical Centre Dr,Arlington,TX,76012,0.96,-97.1196085,32.7470696
CVS Pharmacy,2427 W Jefferson Blvd,Dallas,TX,75211,1.0,-96.8576244,32.7482901
Lagniappe Pharmacy Services,2601 Scott Ave Ste 600,Fort Worth,TX,76103,0.95,-97.2876586914063,32.7483596801758
Ray's Town North Pharmacy,975 N Cooper St,Arlington,TX,76011,0.96,-97.1124096,32.7486233
Randol Mill Pharmacy,1014 N Fielder Rd,Arlington,TX,76012,0.97,-97.1323748,32.7493298
Texas Oncology P.A.,902 W Randol Mill Rd,Arlington,TX,76012,0.97,-97.118905,32.7495963
Guardian Pharmacy of Texas,711 Directors Dr,Arlington,TX,76011,0.96,-97.0726109,32.7519844
Ravens Pharmacy,820 N Zang Blvd Ste 120,Dallas,TX,75208,0.95,-96.82366943359375,32.75286865234375
Panacea Rx Pharmacy,1050 N Westmoreland Rd,Dallas,TX,75211,0.96,-96.8722346,32.7557042
Walgreens,1306 N Beckley Ave,Dallas,TX,75203,0.99,-96.8223869,32.7593544
Bayo's Pharmacy,2100 W Colorado Blvd,Dallas,TX,75211,0.96,-96.8569804,32.760068
Woodhaven Pharmacy,1201 Woodhaven Blvd,Fort Worth,TX,76112,0.99,-97.2394402,32.7622123
Walgreens,1116 W Lamar Blvd,Arlington,TX,76012,0.99,-97.1225484,32.7641398
Simple RX Pharmacy,711 E Lamar Blvd,Arlington,TX,76011,0.96,-97.1016352,32.7648966
DFW Wellness Pharmacy,711 E Lamar Blvd,Arlington,TX,76011,0.99,-97.1014229,32.7650142
Forney Specialty Pharmacy,426 Farm to Market 548 Ste 122,Forney,TX,75126,0.95,-96.449349,32.745593
Walgreens,451 N FM-548,Forney,TX,75126,1.0,-96.4481059,32.7457747
Tom Thumb Pharmacy,1501 Pioneer Rd,Mesquite,TX,75149,0.98,-96.58623772866122,32.74614921668265
Kroger Pharmacy,500 Marketplace Blvd,Forney,TX,75126,0.99,-96.4494779,32.7489334
Fiesta Pharmacy,2947 S Buckner Blvd,Dallas,TX,75227,0.99,-96.6840183,32.7612665
Oportun,2959 S Buckner Blvd,Dallas,TX,75227,0.95,-96.68339,32.76224
Kearney Park Compounding Pharmacy,502 W Kearney St Ste 900,Mesquite,TX,75149,0.95,-96.6039428710938,32.7702140808105
Walgreens,401 N Galloway Ave,Mesquite,TX,75149,1.0,-96.5995487,32.7703593
Martin Luther King Jr Family Clinic,2922 Martin Luther King Jr Blvd,Dallas,TX,75215,0.96,-96.7659255,32.7705878
Life Specialty Pharmacy,949 W Kearney St,Mesquite,TX,75149,0.96,-96.6111782,32.7713722
Nexgen Specialty Pharmacy,2233 Avenue J,Arlington,TX,76006,0.96,-97.0696533,32.767615
Collins Pharmacy,2160 N Collins St,Arlington,TX,76011,0.96,-97.0978791,32.7688582
Avita Pharmacy,750 Fort Worth Ave,Dallas,TX,75208,0.96,-96.8348523,32.7694981
AHF Pharmacy,400 N Beach St,Fort Worth,TX,76111,1.0,-97.2869604,32.7697059
Lord and A Pharmacy,2949 Martin Luther King Jr Blvd,Dallas,TX,75215,0.96,-96.7664896,32.7712228
CVS Pharmacy,1800 Brown Blvd,Arlington,TX,76006,0.98,-97.0825529,32.7731096
CVS Beauty,3030 Sylvan Ave,Dallas,TX,75212,0.96,-96.8349796,32.7791123
CVS Pharmacy,3030 Sylvan Ave,Dallas,TX,75212,1.0,-96.8350659,32.779166
CVS Pharmacy,1201 N Beach St,Fort Worth,TX,76111,1.0,-97.2912944,32.7793533
Globe Pharmacy,2223 Singleton Blvd,Dallas,TX,75212,0.99,-96.8583186,32.7797668
"Soleo Health Fort Worth, TX",2912 W 6th St,Fort Worth,TX,76107,0.99,-97.3592164,32.752284
CVS Beauty,515 Houston St,Fort Worth,TX,76102,0.96,-97.3314856,32.7537546
Walmart,6770 Westworth Blvd,Westworth Village,TX,76114,0.94,-97.4338153,32.7543935
Tackett Compounding Pharmacy,3500 Fort Worth Hwy,Hudson Oaks,TX,76087,0.99,-97.6931477,32.7547982
ReNue Sundance Pharmacy,201 Commerce St,Fort Worth,TX,76102,0.99,-97.3315352,32.7567354
CVS Beauty,9620 White Settlement Rd,Fort Worth,TX,76108,0.96,-97.4844409,32.762877
Albertsons,9300 Clifford St,Fort Worth,TX,76108,0.95,-97.4791958,32.7668353
CVS Pharmacy,2706 Jacksboro Hwy,Fort Worth,TX,76114,1.0,-97.3877087,32.7896239
A&P Pharmacy,2329 N Riverside Dr,Fort Worth,TX,76111,1.0,-97.3021849,32.7943531
North Texas Area Community Health Centers Pharmacy,2332 Beverly Hills Dr,Fort Worth,TX,76114,0.97,-97.3941034,32.7954811
CVS Pharmacy,500 N Galloway Ave,Mesquite,TX,75149,0.95,-96.5986,32.7714
Galloway Pharmacy,910 N Galloway Ave,Mesquite,TX,75149,0.96,-96.5991978,32.7763822
Southern Star Pharmacy,4801 S Buckner Blvd Ste 100,Dallas,TX,75227,0.95,-96.6828216,32.7810694
Benzer Pharmacy,1320 N Galloway Ave,Mesquite,TX,75149,0.99,-96.6003373,32.7813778
Walmart Pharmacy,200 US-80 E,Mesquite,TX,75149,1.0,-96.5990966,32.7887095
Safemed Pharmacy,6300 Samuell Blvd,Dallas,TX,75228,0.99,-96.6963541,32.7913962
CVS Pharmacy,6004 Samuell Blvd,Dallas,TX,75228,1.0,-96.6993157,32.7916101
Walmart,7401 Samuell Blvd,Dallas,TX,75228,1.0,-96.6895491,32.7938283
Hero Home Delivery,4926 Columbia Ave,Dallas,TX,75214,0.96,-96.7625175,32.7957274
Rite Care Pharmacy,3453 St Francis Ave,Dallas,TX,75228,0.96,-96.6929652,32.7976066
Walgreens,3809 E Belknap St,Fort Worth,TX,76111,1.0,-97.2920559,32.7806001
Global Pharmacy,4045 E Belknap St,Haltom City,TX,76111,0.96,-97.2873332,32.7838606
Dianna Maria MedSpa,400 N St Paul St,Dallas,TX,75201,0.96,-96.7977412,32.784139
Benzer Pharmacy,600 N Pearl St,Dallas,TX,75201,0.96,-96.7949726,32.7864199
Texas Oncology Pharmacy Services,3410 Worth St,Dallas,TX,75246,0.96,-96.7786848,32.7877367
Baylor Scott & White Pharmacy #103,3410 Worth St,Dallas,TX,75246,0.99,-96.7788023,32.7881212
Baylor Scott & White Pharmacy #111,3417 Gaston Ave,Dallas,TX,75246,1.0,-96.7805979,32.7908558
Baylor Scott & White Pharmacy #101,3600 Gaston Ave,Dallas,TX,75246,1.0,-96.7794334,32.7911237
Texas Health Care Pharmacy,7413 Pebble Dr,Fort Worth,TX,76118,0.99,-97.2192918,32.7932144
Walmart,2305 N Central Expy,Dallas,TX,75204,0.95,-96.7941805,32.8005856
CVS Pharmacy,1333 S Story Rd,Irving,TX,75060,0.99,-96.9776202,32.8006602
Walgreens,1050 W Shady Grove Rd,Irving,TX,75060,0.97,-96.958717,32.8007865
Meridian Pharmacy,1111 S Irving Heights Dr,Irving,TX,75060,0.96,-96.9261914,32.8014835
Care X Pharmacy,1111 S Irving Heights Dr,Irving,TX,75060,0.96,-96.9262275,32.8015375
CVS Pharmacy,2417 N Haskell Ave,Dallas,TX,75204,0.99,-96.7914243,32.8038846
Poirot Pharmacy Services,2603 Oak Lawn Ave,Dallas,TX,75219,0.96,-96.8131856,32.8053814
AHF Pharmacy - Dallas Market Center,2600 N Stemmons Fwy Ste 141A,Dallas,TX,75207,0.95,-96.840797169014,32.808135185327
MedCore Pharmacy,2600 N Stemmons Fwy,Dallas,TX,75207,0.96,-96.8414546,32.8085355
Kroger,515 S MacArthur Blvd,Irving,TX,75060,1.0,-96.9608138,32.8095101
Community Pharmacy,3826 Cedar Springs Rd,Dallas,TX,75219,0.96,-96.8095895,32.8099182
Walgreens,3802 Cedar Springs Rd,Dallas,TX,75219,1.0,-96.8087247,32.8099878
Acorn Pharmacy,5315 Ross Ave,Dallas,TX,75206,0.96,-96.7722611,32.8105535
AHF Pharmacy,3920 Cedar Springs Rd,Dallas,TX,75219,1.0,-96.8106073,32.8106901
Uptown Rx Pharmacy and Nutrition,3408 Oak Lawn Ave,Dallas,TX,75219,0.99,-96.8062838,32.8111961
CVS Pharmacy,2350 N Fitzhugh Ave,Dallas,TX,75204,1.0,-96.7814142,32.8114857
UT Southwestern Campus Pharmacy,5303 Harry Hines Blvd,Dallas,TX,75390,0.96,-96.8389759,32.8122255
D'Arcy Medical Group,1848 Euclid Ave,Dallas,TX,75206,0.96,-96.7732748,32.812899
Kroger Pharmacy,4142 Cedar Springs Rd,Dallas,TX,75219,1.0,-96.8123311,32.8131932
Oak Lawn Pharmacy,4003 Lemmon Ave,Dallas,TX,75219,0.96,-96.8082319,32.8137658
CVS Pharmacy,4930 Maple Ave,Dallas,TX,75235,1.0,-96.828556,32.8154072
Buckner Neighborhood Pharmacy,3535 N Buckner Blvd,Dallas,TX,75228,0.96,-96.6831863,32.8030887
Cross Roads Pharmacy,3220 Gus Thomasson Rd,Mesquite,TX,75150,0.96,-96.6332256,32.8086675
Kearney Park Compounding Pharmacy,3224 Gus Thomasson Rd,Mesquite,TX,75150,0.96,-96.6338047,32.8091528
Accord Pharmacy,3230 Interstate 30,Mesquite,TX,75150,0.96,-96.6497083,32.8113228
CVS Pharmacy,8555 Ferguson Rd,Dallas,TX,75228,1.0,-96.7022926,32.8118556
Walgreens,1015 N Town East Blvd,Mesquite,TX,75150,1.0,-96.6104398,32.8120296
CVS Pharmacy,1629 N Town East Blvd,Mesquite,TX,75150,0.99,-96.6207021,32.8134269
CVS Pharmacy,6420 Gaston Ave,Dallas,TX,75214,1.0,-96.7520699,32.8140167
CVS Pharmacy,3601 N Belt Line Rd,Sunnyvale,TX,75182,1.0,-96.5964131,32.814618
White Rock Pharmacy,9037 Garland Rd,Dallas,TX,75218,0.96,-96.7094054,32.8281645
CVS Photo,4207 Lemmon Ave,Dallas,TX,75219,0.98,-96.810749,32.8159099
Maplewood Pharmacy,1230 River Bend Dr,Dallas,TX,75247,0.96,-96.863022,32.816627
GE Healthcare,7920 Elmbrook Dr,Dallas,TX,75247,0.99,-96.8625572,32.8189008
Cardinal Health,7920 Elmbrook Dr,Dallas,TX,75247,0.96,-96.8626301,32.8190125
UT Southwestern University Hospital Retail Pharmacy,6201 Harry Hines Blvd,Dallas,TX,75235,0.99,-96.8489964,32.819484
Gibson Pharmacy,815 N O'Connor Rd,Irving,TX,75061,0.96,-96.9498949,32.8220333
Pipeline Pharmacy,328 E Pipeline Rd,Hurst,TX,76053,0.99,-97.1637603,32.8233831
M & M Pharmacy,8150 Brookriver Dr,Dallas,TX,75247,0.99,-96.8677564,32.8234205
Glenview Professional Pharmacy,7640 Glenview Dr,Richland Hills,TX,76180,0.96,-97.2130133,32.8235757
Walgreens,1330 N Belt Line Rd,Irving,TX,75061,1.0,-96.9928223,32.8281666
CVS Pharmacy,5659 Lemmon Ave,Dallas,TX,75209,1.0,-96.8263535,32.8292494
Kroger,2201 W Grauwyler Rd,Irving,TX,75061,0.97,-96.9748637,32.8294241
PX Express Pharmacy,1625 N Story Rd,Irving,TX,75061,0.96,-96.9772126,32.8303412
Cherish Pharmacy,6445 Cedar Springs Rd,Dallas,TX,75235,0.96,-96.8384177,32.8308421
Physicians' Choice Infusion,2700 Tibbets Dr,Bedford,TX,76022,0.96,-97.1227697,32.8322969
Trail Creek Pharmacy,2700 Tibbets Dr,Bedford,TX,76022,1.0,-97.1226739,32.8325456
Allied Preferred Care LP,1430 Regal Row,Dallas,TX,75247,0.96,-96.878614,32.8328419
CVS Pharmacy,1233 Precinct Line Rd,Hurst,TX,76053,0.96,-97.1871811,32.8335473
Baylor Scott & White Pharmacy #108,1901 N MacArthur Blvd,Irving,TX,75061,0.96,-96.9602789,32.8343848
Walgreens,780 W Bedford Euless Rd,Hurst,TX,76053,1.0,-97.1857918,32.8344578
Altimate Care Pharmacy,2813 N Commerce St,Fort Worth,TX,76164,0.99,-97.3485354,32.7962956
Oportun,241 NE 28th St,Fort Worth,TX,76106,0.95,-97.34677,32.79658
NuCare Pharmacy,6050 Lake Worth Blvd,Lake Worth,TX,76135,0.99,-97.4146439,32.8067659
Albertsons,6308 Lake Worth Blvd,Lake Worth,TX,76135,0.98,-97.4225866,32.8119964
Walmart Pharmacy,6360 Lake Worth Blvd,Lake Worth,TX,76135,0.99,-97.4262589,32.8121776
CVS Pharmacy,6604 Lake Worth Blvd,Lake Worth,TX,76135,0.99,-97.4295267,32.8140629
Lake Worth Pharmacy,4701 Boat Club Rd,Fort Worth,TX,76135,0.96,-97.4209436,32.8245744
Cardinal Health,5400 Sandshell Dr,Fort Worth,TX,76137,0.97,-97.3085812,32.8442993
DFW Spine Joint and Pain,7235 Boat Club Rd,Fort Worth,TX,76179,0.99,-97.4265362,32.8676834
Walgreens,833 N Saginaw Blvd,Saginaw,TX,76179,0.99,-97.3745071,32.8714876
Irving Pharmacy,2000 Esters Rd,Irving,TX,75061,0.96,-97.0090107,32.8348023
Walmart Pharmacy,4100 W Airport Fwy,Irving,TX,75062,1.0,-97.0066815,32.834911
Texas Oncology,2021 N MacArthur Blvd,Irving,TX,75061,1.0,-96.9620847,32.8350334
Brown's Pharmacy,2021 N MacArthur Blvd,Irving,TX,75061,1.0,-96.9620197,32.8350788
Walgreens,5742 E Mockingbird Ln,Dallas,TX,75206,1.0,-96.7683639,32.8361888
Powerhouse Pharmacy,4740 W Mockingbird Ln,Dallas,TX,75209,0.96,-96.8279456,32.8362648
Albertsons,1300 Airport Fwy,Bedford,TX,76022,1.0,-97.1501499,32.8371344
Providence Pharmacy,8877 Harry Hines Blvd,Dallas,TX,75235,0.99,-96.868326,32.8387933
Green Cross Pharmacy,1305 Airport Fwy,Bedford,TX,76021,0.99,-97.147495,32.8390065
Lindsey's Pharmacy,2616 Texas Dr,Irving,TX,75062,1.0,-96.9727604,32.8418653
Walmart,2108 Bedford Rd,Bedford,TX,76021,0.95,-97.13215,32.84352
Walgreens,2253 Central Dr,Bedford,TX,76021,0.98,-97.1339926,32.8443587
CVS Pharmacy,601 N Industrial Blvd,Bedford,TX,76021,1.0,-97.1005476,32.8445542
Patient RX Solutions - Texas | PPOA,1717 Precinct Line Rd,Hurst,TX,76054,0.96,-97.186994,32.8464303
CVS Beauty,6709 Preston Rd,Dallas,TX,75205,0.96,-96.8045405,32.8477543
Super Value Pharmacy,720 N Industrial Blvd,Euless,TX,76039,1.0,-97.0996338,32.8484182
CVS Pharmacy,6832 Snider Plz,Dallas,TX,75205,1.0,-96.7875104,32.8491366
CVS Pharmacy,5370 W Lovers Ln,Dallas,TX,75209,1.0,-96.8205769,32.8496274
Kroger Pharmacy,1060 N Main St,Euless,TX,76039,0.99,-97.0808834,32.8510933
Tom Thumb,3300 Harwood Rd,Bedford,TX,76021,0.95,-97.1147611,32.8511088
Albertsons Pharmacy,320 Casa Linda Plaza,Dallas,TX,75218,0.95,-96.699778,32.833951
Meridian Pharmacy,1151 N Buckner Blvd,Dallas,TX,75218,0.95,-96.7039668,32.8345123
CVS Pharmacy,10306 Ferguson Rd,Dallas,TX,75228,1.0,-96.6721719,32.8353411
Walmart,2275 Gus Thomasson Rd,Dallas,TX,75228,0.96,-96.6762586,32.8360434
CVS Pharmacy,6120 E Mockingbird Ln,Dallas,TX,75214,1.0,-96.7608856,32.836109
CVS Pharmacy,10014 Garland Rd,Dallas,TX,75218,1.0,-96.6957031,32.8382236
Walgreens,9937 Garland Rd,Dallas,TX,75218,1.0,-96.6971938,32.8383877
Walmart Pharmacy,555 W Interstate 30,Garland,TX,75043,0.95,-96.5979698,32.8421301
CVS Pharmacy,6474 E Northwest Hwy,Dallas,TX,75214,1.0,-96.7505201,32.8567311
CVS Pharmacy,4282 Ridge Rd,Heath,TX,75032,0.99,-96.4708008,32.8607797
Medical Hyperbarics Inc,3418 Lovers Ln,University Park,TX,75225,0.96,-96.7879134,32.8514146
Walgreens,5301 W Lovers Ln,Dallas,TX,75209,0.99,-96.8207754,32.8514913
Bedford Pharmacy,2816 Central Dr,Bedford,TX,76021,0.96,-97.1298097,32.851508
Midcities Pharmacy,2000 Precinct Line Rd,Hurst,TX,76054,1.0,-97.1857535,32.8516448
CVS Pharmacy,2900 Central Dr,Bedford,TX,76021,1.0,-97.1315118,32.8523154
Walgreens,4121 Harwood Rd,Bedford,TX,76021,1.0,-97.1005057,32.8524067
Lemon Pharmacy,3501 N MacArthur Blvd,Irving,TX,75062,0.96,-96.9599834,32.8526677
DeliverIt Pharmacy Bedford,2901 Brown Trl,Bedford,TX,76021,0.99,-97.1602147,32.8532314
Atma Pharmacy,601 Harwood Rd,Bedford,TX,76021,0.96,-97.1594216,32.8539065
Kroger,9135 Boulevard 26,North Richland Hills,TX,76180,0.97,-97.1902286,32.8545981
Palmer Pharmacy Plus,2731 W Northwest Hwy Ste 105,Dallas,TX,75220,0.95,-96.8744515,32.8588374
MedFirst Pharmacy,4308 Western Center Blvd,Fort Worth,TX,76137,0.96,-97.2928252,32.8604069
CVS Pharmacy,6320 Rufe Snow Dr,North Richland Hills,TX,76148,0.99,-97.2376445,32.860791
Walgreens,6350 Davis Blvd,North Richland Hills,TX,76180,1.0,-97.2086018,32.8616267
Verus Rx,8150 N Central Expy,Dallas,TX,75206,0.96,-96.7695353,32.861639
CVS Beauty,4333 Western Center Blvd,Fort Worth,TX,76137,0.96,-97.2912869,32.8616759
CVS Pharmacy,9440 Marsh Ln,Dallas,TX,75220,1.0,-96.8540998,32.8624723
CVS Pharmacy,6401 Precinct Line Rd,North Richland Hills,TX,76182,1.0,-97.1867229,32.862504
Walmart Pharmacy,4101 Hwy 121,Bedford,TX,76021,0.96,-97.1056614,32.8639688
Tom Thumb Pharmacy,7700 Northwest Hwy,Dallas,TX,75225,0.95,-96.77500373016358,32.864207552921656
Walmart Pharmacy,6185 Retail Rd,Dallas,TX,75231,0.99,-96.754322,32.8626121
MedStork Rx Pharmacy,1413 E Interstate 30,Garland,TX,75043,0.96,-96.5471501,32.8632976
Walgreens,11403 E Northwest Hwy,Dallas,TX,75218,0.95,-96.682536,32.864758
Walmart,3959 Broadway Blvd,Garland,TX,75043,0.95,-96.6067329,32.8650159
CVS Pharmacy,6419 Skillman St,Dallas,TX,75231,0.96,-96.74542,32.8659369
Garland Independent Pharmacy,3641 Broadway Blvd,Garland,TX,75043,0.99,-96.6117812,32.870059
Parklane Pharmacy,6873 Shady Brook Ln,Dallas,TX,75231,0.96,-96.7597172,32.8712054
CVS Pharmacy,7203 Skillman St,Dallas,TX,75231,1.0,-96.7356092,32.8790581
CVS Pharmacy,3034 S 1st St,Garland,TX,75041,1.0,-96.6304621,32.8793357
Walgreens,9807 Walnut Hill Ln,Dallas,TX,75238,1.0,-96.7173701,32.8795471
Sina Rx Pharmacy,3460 Webb Chapel Ext,Dallas,TX,75220,0.96,-96.8639438,32.864329
CVS Pharmacy,8335 Westchester Dr,Dallas,TX,75225,1.0,-96.8071035,32.864479
CVS Pharmacy,9215 Midway Rd,Dallas,TX,75220,1.0,-96.8369956,32.8645927
Las Colinas Pharmacy Compounding and Wellness,4255 N MacArthur Blvd,Irving,TX,75038,0.97,-96.9605637,32.8662697
Walgreens,4403 Colleyville Blvd,Colleyville,TX,76034,1.0,-97.1630368,32.8742288
Walgreens,6984 Rufe Snow Dr,Fort Worth,TX,76148,1.0,-97.237366,32.8746264
Care Specialty Pharmacy,7520 N Beach St,Fort Worth,TX,76137,0.99,-97.2894177,32.8748141
Walmart,7401 Park Vista Blvd,Fort Worth,TX,76137,0.99,-97.27052,32.87491
Walmart,7401 Park Vista Blvd,Fort Worth,TX,76137,0.95,-97.2705376,32.8752636
Beach Street Pharmacy,7630 N Beach St,Fort Worth,TX,76137,1.0,-97.2891074,32.8788854
Cedra Pharmacy,9669 N Central Expy,Dallas,TX,75231,0.96,-96.7714804,32.8797201
CVS Pharmacy,8024 Walnut Hill Ln,Dallas,TX,75231,0.95,-96.7674,32.8799
Walgreens Specialty,7859 Walnut Hill Lane Ste 110,Dallas,TX,75230,0.95,-96.773389,32.880546
CVS Pharmacy,1401 Glade Rd,Euless,TX,76039,0.96,-97.1047481,32.880562
Walgreens,3830 Glade Rd,Colleyville,TX,76034,1.0,-97.1060424,32.8821255
Walmart,4904 Colleyville Blvd,Colleyville,TX,76034,0.95,-97.1570576,32.8822362
Village Lane Apothecary,60 Village Ln,Colleyville,TX,76034,0.99,-97.1558298,32.8837504
V Pharmacy Inc,1404 W Walnut Hill Ln,Irving,TX,75038,0.99,-96.9736418,32.8838823
CVS Pharmacy,5500 N MacArthur Blvd,Irving,TX,75038,0.99,-96.9633569,32.8855136
Boardwalk Pharmacy,6161 N State Highway 161 Ste 100,Irving,TX,75038,0.95,-96.9801287,32.891212
CVS Beauty,7220 Blue Mound Rd,Fort Worth,TX,76131,0.96,-97.3418602,32.8717403
Albertsons Pharmacy,1201 N Saginaw Blvd,Saginaw,TX,76179,1.0,-97.3820518,32.8794675
CVS Beauty,8601 Boat Club Rd,Fort Worth,TX,76179,0.96,-97.4263452,32.8802335
CVS,1301 N Saginaw Blvd,Saginaw,TX,76179,0.99,-97.3827818,32.8812888
Apogee Pharmacy,608 E Bailey Boswell Rd,Saginaw,TX,76131,0.99,-97.3574798,32.8844487
Prosperity Health,109 W Main St,Azle,TX,76020,0.96,-97.5428099,32.8908135
Laura's Pharmacy,232 W Main St,Azle,TX,76020,0.99,-97.5450391,32.893404
CVS Pharmacy,460 Northwest Pkwy,Azle,TX,76020,1.0,-97.5433689,32.8997052
